Shipment ID,Origin,Destination,Shipment Date,Planned Delivery Date,Actual Delivery Date,Vehicle Type,Distance (km),Weather Conditions,Traffic Conditions,Delayed
SHIP004761,Hyderabad,Pune,2023-10-11,2023-10-14,2023-10-17,Lorry,1159,Rain,Heavy,Yes
SHIP004762,Jaipur,Hyderabad,2024-05-16,2024-05-21,2024-05-21,Trailer,1760,Clear,Light,No
SHIP004763,Ahmedabad,Jaipur,2023-04-03,2023-04-07,2023-04-09,Truck,1291,Clear,Heavy,Yes
SHIP004764,Pune,Hyderabad,2023-09-09,2023-09-10,2023-09-11,Container,265,Rain,Light,Yes
SHIP004765,Bangalore,Mumbai,2023-06-29,2023-07-03,2023-07-07,Lorry,1430,Rain,Moderate,Yes
SHIP004766,Pune,Hyderabad,2024-02-08,2024-02-13,2024-02-18,Trailer,1627,Fog,Light,Yes
SHIP004767,Lucknow,Chennai,2024-01-13,2024-01-14,2024-01-14,Truck,469,Clear,Light,No
SHIP004768,Hyderabad,Jaipur,2023-09-08,2023-09-09,2023-09-16,Trailer,491,Clear,Heavy,Yes
SHIP004769,Lucknow,Kolkata,2023-02-23,2023-02-27,2023-02-28,Lorry,1432,Clear,Moderate,Yes
SHIP004770,Ahmedabad,Bangalore,2023-03-26,2023-04-01,2023-04-07,Lorry,1905,Clear,Heavy,Yes
SHIP004771,Jaipur,Hyderabad,2023-04-24,2023-04-29,2023-05-05,Truck,1750,Clear,Moderate,Yes
SHIP004772,Jaipur,Delhi,2023-10-01,2023-10-04,2023-10-08,Container,1088,Clear,Heavy,Yes
SHIP004773,Delhi,Pune,2023-09-21,2023-09-22,2023-09-29,Lorry,450,Clear,Heavy,Yes
SHIP004774,Lucknow,Hyderabad,2023-09-16,2023-09-17,2023-09-22,Trailer,436,Rain,Light,Yes
SHIP004775,Ahmedabad,Pune,2023-09-05,2023-09-09,2023-09-10,Trailer,1438,Clear,Moderate,Yes
SHIP004776,Lucknow,Kolkata,2024-05-10,2024-05-12,2024-05-13,Trailer,836,Clear,Moderate,Yes
SHIP004777,Delhi,Chennai,2024-01-24,2024-01-27,2024-01-31,Trailer,1101,Storm,Moderate,Yes
SHIP004778,Chennai,Pune,2023-12-12,2023-12-16,2023-12-19,Truck,1239,Fog,Moderate,Yes
SHIP004779,Bangalore,Lucknow,2023-05-14,2023-05-18,2023-05-19,Container,1336,Clear,Moderate,Yes
SHIP004780,Mumbai,Pune,2023-09-08,2023-09-09,2023-09-09,Container,539,Clear,Light,No
SHIP004781,Chennai,Mumbai,2023-08-30,2023-09-02,2023-08-31,Truck,530,Clear,Heavy,Yes
SHIP004782,Bangalore,Mumbai,2024-04-05,2024-04-10,2024-04-13,Truck,1526,Clear,Light,Yes
SHIP004783,Hyderabad,Pune,2023-04-26,2023-04-29,2023-04-30,Lorry,1104,Clear,Moderate,Yes
SHIP004784,Delhi,Kolkata,2023-08-08,2023-08-09,2023-08-10,Container,241,Rain,Light,Yes
SHIP004785,Ahmedabad,Lucknow,2024-05-23,2024-05-27,2024-05-30,Truck,1449,Clear,Light,Yes
SHIP004786,Lucknow,Pune,2024-03-09,2024-03-10,2024-03-12,Lorry,582,Rain,Moderate,Yes
SHIP004787,Ahmedabad,Mumbai,2024-02-13,2024-02-18,2024-02-18,Container,1647,Clear,Light,No
SHIP004788,Lucknow,Bangalore,2023-11-26,2023-12-02,2023-12-05,Lorry,1821,Storm,Light,Yes
SHIP004789,Jaipur,Chennai,2024-01-26,2024-02-01,2024-02-03,Truck,1854,Clear,Light,Yes
SHIP004790,Mumbai,Jaipur,2023-11-09,2023-11-13,2023-11-17,Lorry,1346,Clear,Moderate,Yes
SHIP004791,Lucknow,Pune,2023-12-18,2023-12-19,2023-12-24,Container,449,Clear,Light,Yes
SHIP004792,Mumbai,Pune,2023-09-09,2023-09-15,2023-09-15,Container,1917,Clear,Light,No
SHIP004793,Delhi,Lucknow,2024-03-01,2024-03-05,2024-03-05,Lorry,1202,Clear,Light,No
SHIP004794,Kolkata,Bangalore,2023-03-09,2023-03-10,2023-03-14,,400,Clear,Light,Yes
SHIP004795,Chennai,Ahmedabad,2024-01-20,2024-01-22,2024-01-28,Truck,791,Clear,Moderate,Yes
SHIP004796,Delhi,Mumbai,2023-08-10,2023-08-16,2023-08-19,Container,1894,Clear,Moderate,Yes
SHIP004797,Mumbai,Delhi,2023-10-29,2023-10-30,2023-11-02,Lorry,205,Clear,Light,Yes
SHIP004798,Ahmedabad,Hyderabad,2023-05-20,2023-05-22,2023-05-23,Truck,735,Clear,Moderate,Yes
SHIP004799,Delhi,Bangalore,2024-05-16,2024-05-18,2024-05-19,Container,795,Clear,Moderate,Yes
SHIP004800,Mumbai,Lucknow,2024-03-29,2024-04-03,2024-04-08,Lorry,1744,Rain,Moderate,Yes
SHIP004801,Lucknow,Ahmedabad,2023-01-12,2023-01-17,2023-01-17,Trailer,1723,Clear,Light,No
SHIP004802,Pune,Lucknow,2023-12-15,2023-12-18,2023-12-18,Truck,1192,Clear,Light,No
SHIP004803,Jaipur,Pune,2024-05-02,2024-05-04,2024-05-04,Trailer,689,Clear,Light,No
SHIP004804,Chennai,Hyderabad,2023-01-15,2023-01-19,2023-01-22,Truck,1211,Storm,Light,Yes
SHIP004805,Mumbai,Pune,2024-04-19,2024-04-22,2024-04-22,Lorry,1197,Clear,Light,No
SHIP004806,Jaipur,Pune,2023-11-01,2023-11-02,2023-11-02,Lorry,587,Clear,Light,No
SHIP004807,Bangalore,Mumbai,2023-04-14,2023-04-16,2023-04-21,,697,Clear,Moderate,Yes
SHIP004808,Hyderabad,Chennai,2023-11-20,2023-11-26,2023-11-29,Lorry,1977,Fog,Moderate,Yes
SHIP004809,Hyderabad,Lucknow,2024-05-23,2024-05-26,2024-05-26,Lorry,1135,Clear,Light,No
SHIP004810,Hyderabad,Mumbai,2023-05-06,2023-05-09,2023-05-11,Lorry,1147,Clear,Heavy,Yes
SHIP004811,Bangalore,Ahmedabad,2024-01-31,2024-02-02,2024-02-04,Container,859,Clear,Light,Yes
SHIP004812,Hyderabad,Kolkata,2023-03-08,2023-03-10,2023-03-14,Truck,875,Fog,Heavy,Yes
SHIP004813,Delhi,Jaipur,2023-09-21,2023-09-22,2023-09-22,Lorry,501,Clear,Light,No
SHIP004814,Jaipur,Kolkata,2024-03-18,2024-03-21,2024-03-21,,921,Clear,Light,No
SHIP004815,Ahmedabad,Chennai,2024-03-27,2024-03-29,2024-03-29,Container,854,Clear,Light,No
SHIP004816,Chennai,Pune,2023-03-29,2023-04-01,2023-04-01,Lorry,975,Clear,Light,No
SHIP004817,Chennai,Ahmedabad,2023-10-25,2023-10-29,2023-10-30,Trailer,1409,Clear,Moderate,Yes
SHIP004818,Jaipur,Kolkata,2023-10-01,2023-10-02,2023-10-02,Lorry,482,Clear,Light,No
SHIP004819,Jaipur,Bangalore,2023-03-19,2023-03-22,2023-03-22,Trailer,952,Clear,Light,No
SHIP004820,Chennai,Mumbai,2023-01-02,2023-01-03,2023-01-05,Trailer,587,Rain,Moderate,Yes
SHIP004821,Hyderabad,Ahmedabad,2024-03-09,2024-03-14,2024-03-15,Trailer,1606,Clear,Moderate,Yes
SHIP004822,Hyderabad,Kolkata,2023-01-11,2023-01-14,2023-01-15,Truck,1161,Clear,Moderate,Yes
SHIP004823,Hyderabad,Jaipur,2023-04-25,2023-04-26,2023-04-27,Trailer,502,Clear,Moderate,Yes
SHIP004824,Mumbai,Chennai,2024-04-14,2024-04-20,2024-04-21,Container,1922,Clear,Moderate,Yes
SHIP004825,Kolkata,Pune,2023-01-20,2023-01-22,2023-01-23,Container,807,Clear,Moderate,Yes
SHIP004826,Mumbai,Hyderabad,2024-01-02,2024-01-07,2024-01-09,Container,1728,Rain,Moderate,Yes
SHIP004827,Chennai,Lucknow,2023-12-14,2023-12-17,2023-12-18,Container,939,Clear,Moderate,Yes
SHIP004828,Delhi,Pune,2023-01-09,2023-01-13,2023-01-15,Truck,1365,Clear,Light,Yes
SHIP004829,Mumbai,Delhi,2024-06-01,2024-06-04,2024-06-10,Trailer,1004,Clear,Moderate,Yes
SHIP004830,Hyderabad,Lucknow,2023-10-17,2023-10-23,2023-10-23,Trailer,1932,Clear,Light,No
SHIP004831,Hyderabad,Jaipur,2023-07-13,2023-07-17,2023-07-19,Container,1484,Clear,Heavy,Yes
SHIP004832,Pune,Bangalore,2023-03-22,2023-03-26,2023-03-29,Lorry,1373,Storm,Light,Yes
SHIP004833,Kolkata,Bangalore,2023-08-24,2023-08-26,2023-08-28,Truck,821,Fog,Light,Yes
SHIP004834,Lucknow,Chennai,2023-03-14,2023-03-20,2023-03-24,Truck,1888,Clear,Moderate,Yes
SHIP004835,Mumbai,Bangalore,2023-03-24,2023-03-29,2023-03-29,Truck,1668,Clear,Light,No
SHIP004836,Mumbai,Chennai,2023-11-15,2023-11-19,2023-11-21,Lorry,1234,Clear,Heavy,Yes
SHIP004837,Lucknow,Delhi,2023-12-24,2023-12-29,2023-12-30,Lorry,1579,Clear,Moderate,Yes
SHIP004838,Bangalore,Hyderabad,2023-03-13,2023-03-17,2023-03-17,Truck,1273,Clear,Light,No
SHIP004839,Kolkata,Mumbai,2023-02-10,2023-02-14,2023-02-15,,1223,Clear,Moderate,Yes
SHIP004840,Ahmedabad,Lucknow,2024-04-19,2024-04-21,2024-04-21,Container,641,Clear,Light,No
SHIP004841,Lucknow,Chennai,2024-03-14,2024-03-16,2024-03-20,Container,660,Clear,Light,Yes
SHIP004842,Mumbai,Pune,2023-11-28,2023-12-03,2023-12-05,Trailer,1598,Fog,Light,Yes
SHIP004843,Kolkata,Bangalore,2023-04-14,2023-04-15,2023-04-15,Lorry,234,Clear,Light,No
SHIP004844,Kolkata,Hyderabad,2023-04-15,2023-04-16,2023-04-19,Truck,302,Storm,Light,Yes
SHIP004845,Chennai,Delhi,2023-08-23,2023-08-28,2023-08-29,Lorry,1599,Clear,Moderate,Yes
SHIP004846,Lucknow,Pune,2023-10-15,2023-10-16,2023-10-17,Lorry,263,Clear,Moderate,Yes
SHIP004847,Mumbai,Hyderabad,2023-08-28,2023-08-29,2023-09-02,Truck,528,Rain,Moderate,Yes
SHIP004848,Kolkata,Ahmedabad,2024-04-23,2024-04-26,2024-04-27,Container,1135,Rain,Light,Yes
SHIP004849,Mumbai,Delhi,2024-03-06,2024-03-10,2024-03-11,Container,1458,Clear,Moderate,Yes
SHIP004850,Bangalore,Chennai,2023-08-23,2023-08-26,2023-08-29,Container,1040,Clear,Moderate,Yes
SHIP004851,Lucknow,Ahmedabad,2024-05-30,2024-05-31,2024-06-04,Truck,551,Clear,Moderate,Yes
SHIP004852,Hyderabad,Jaipur,2023-09-23,2023-09-26,2023-10-02,Trailer,1103,Clear,Heavy,Yes
SHIP004853,Pune,Chennai,2024-02-22,2024-02-25,2024-02-26,Container,944,Rain,Light,Yes
SHIP004854,Chennai,Lucknow,2023-10-05,2023-10-11,2023-10-12,Trailer,1831,Rain,Light,Yes
SHIP004855,Hyderabad,Pune,2024-01-14,2024-01-19,2024-01-24,Lorry,1798,Clear,Moderate,Yes
SHIP004856,Kolkata,Chennai,2023-11-09,2023-11-12,2023-11-13,Truck,1038,Clear,Moderate,Yes
SHIP004857,Jaipur,Hyderabad,2024-03-23,2024-03-25,2024-03-25,Trailer,784,Clear,Light,No
SHIP004858,Ahmedabad,Lucknow,2023-06-28,2023-07-04,2023-07-07,Lorry,1962,Rain,Heavy,Yes
SHIP004859,Lucknow,Ahmedabad,2023-03-19,2023-03-24,2023-03-25,Container,1747,Clear,Moderate,Yes
SHIP004860,Mumbai,Hyderabad,2023-05-13,2023-05-18,2023-05-18,Truck,1543,Clear,Light,No
SHIP004861,Mumbai,Bangalore,2023-03-13,2023-03-18,2023-03-18,Lorry,1782,Clear,Light,No
SHIP004862,Hyderabad,Jaipur,2024-01-31,2024-02-05,2024-02-08,Trailer,1675,Fog,Moderate,Yes
SHIP004863,Jaipur,Bangalore,2024-02-04,2024-02-05,2024-02-08,Truck,424,Fog,Moderate,Yes
SHIP004864,Chennai,Bangalore,2024-02-24,2024-02-25,2024-02-25,Lorry,355,Clear,Light,No
SHIP004865,Mumbai,Delhi,2024-04-03,2024-04-05,2024-04-06,Trailer,622,Rain,Light,Yes
SHIP004866,Kolkata,Hyderabad,2023-05-09,2023-05-13,2023-05-13,Trailer,1466,Clear,Light,No
SHIP004867,Chennai,Bangalore,2024-03-09,2024-03-15,2024-03-19,Container,1999,Fog,Heavy,Yes
SHIP004868,Delhi,Lucknow,2023-12-30,2024-01-05,2024-01-05,Truck,1999,Clear,Light,No
SHIP004869,Ahmedabad,Pune,2023-05-16,2023-05-18,2023-05-23,Trailer,689,Clear,Heavy,Yes
SHIP004870,Delhi,Lucknow,2024-05-16,2024-05-18,2024-05-19,Container,626,Clear,Moderate,Yes
SHIP004871,Mumbai,Jaipur,2024-05-19,2024-05-23,2024-05-23,Trailer,1333,Clear,Light,No
SHIP004872,Jaipur,Delhi,2023-12-15,2023-12-16,2023-12-18,Truck,219,Clear,Heavy,Yes
SHIP004873,Chennai,Bangalore,2023-11-06,2023-11-10,2023-11-15,Lorry,1414,Clear,Moderate,Yes
SHIP004874,Jaipur,Pune,2024-01-13,2024-01-16,2024-01-18,Lorry,1047,Fog,Light,Yes
SHIP004875,Pune,Ahmedabad,2023-07-10,2023-07-12,2023-07-14,,760,Rain,Moderate,Yes
SHIP004876,Pune,Hyderabad,2023-03-29,2023-04-04,2023-04-06,Lorry,1811,Fog,Light,Yes
SHIP004877,Kolkata,Jaipur,2023-11-25,2023-11-30,2023-11-30,Lorry,1657,Clear,Light,No
SHIP004878,Mumbai,Kolkata,2023-03-08,2023-03-09,2023-03-10,Truck,594,Rain,Light,Yes
SHIP004879,Hyderabad,Mumbai,2023-12-14,2023-12-17,2023-12-17,Truck,1148,Clear,Light,No
SHIP004880,Pune,Bangalore,2023-07-21,2023-07-22,2023-07-26,Truck,398,Fog,Heavy,Yes
SHIP004881,Chennai,Jaipur,2023-12-03,2023-12-06,2023-12-07,Trailer,989,Clear,Moderate,Yes
SHIP004882,Lucknow,Chennai,2023-10-06,2023-10-10,2023-10-10,,1366,Clear,Light,No
SHIP004883,Pune,Delhi,2024-02-27,2024-02-28,2024-03-04,Container,367,Clear,Light,Yes
SHIP004884,Lucknow,Hyderabad,2024-05-24,2024-05-26,2024-05-25,Lorry,533,Rain,Light,Yes
SHIP004885,Ahmedabad,Hyderabad,2023-03-04,2023-03-06,2023-03-06,Trailer,835,Clear,Light,No
SHIP004886,Bangalore,Chennai,2023-03-08,2023-03-10,2023-03-11,Container,749,Clear,Moderate,Yes
SHIP004887,Kolkata,Chennai,2024-05-07,2024-05-08,2024-05-09,Truck,244,Rain,Light,Yes
SHIP004888,Jaipur,Delhi,2023-10-02,2023-10-03,2023-10-04,Container,215,Clear,Moderate,Yes
SHIP004889,Jaipur,Ahmedabad,2023-01-16,2023-01-21,2023-01-22,Truck,1595,Rain,Light,Yes
SHIP004890,Lucknow,Bangalore,2023-02-26,2023-03-03,2023-03-04,Lorry,1791,Rain,Light,Yes
SHIP004891,Jaipur,Pune,2023-06-12,2023-06-13,2023-06-15,Container,378,Rain,Moderate,Yes
SHIP004892,Hyderabad,Bangalore,2024-01-20,2024-01-26,2024-01-27,Truck,1810,Rain,Light,Yes
SHIP004893,Kolkata,Pune,2023-05-05,2023-05-08,2023-05-08,Container,979,Clear,Light,No
SHIP004894,Chennai,Jaipur,2023-08-22,2023-08-23,2023-08-24,,572,Clear,Moderate,Yes
SHIP004895,Mumbai,Lucknow,2023-08-10,2023-08-13,2023-08-17,Lorry,1042,Fog,Heavy,Yes
SHIP004896,Lucknow,Hyderabad,2023-02-25,2023-03-02,2023-03-03,Lorry,1570,Rain,Light,Yes
SHIP004897,Ahmedabad,Pune,2023-12-10,2023-12-11,2023-12-13,Trailer,477,Clear,Heavy,Yes
SHIP004898,Mumbai,Hyderabad,2023-05-03,2023-05-06,2023-05-08,Container,1151,Fog,Light,Yes
SHIP004899,Mumbai,Bangalore,2024-03-19,2024-03-22,2024-03-29,Trailer,1023,Storm,Light,Yes
SHIP004900,Jaipur,Bangalore,2024-02-15,2024-02-20,2024-02-22,Lorry,1617,Fog,Light,Yes
SHIP004901,Ahmedabad,Bangalore,2023-06-26,2023-06-28,2023-07-02,Container,750,Fog,Heavy,Yes
SHIP004902,Lucknow,Bangalore,2023-12-21,2023-12-26,2023-12-28,Container,1584,Clear,Heavy,Yes
SHIP004903,Ahmedabad,Hyderabad,2023-03-28,2023-03-31,2023-04-01,Trailer,932,Clear,Moderate,Yes
SHIP004904,Chennai,Jaipur,2023-11-26,2023-11-29,2023-12-05,Truck,1073,Rain,Light,Yes
SHIP004905,Lucknow,Delhi,2023-09-18,2023-09-20,2023-09-26,Trailer,787,Clear,Moderate,Yes
SHIP004906,Kolkata,Lucknow,2023-09-19,2023-09-23,2023-09-27,Container,1470,Clear,Light,Yes
SHIP004907,Pune,Delhi,2023-12-10,2023-12-11,2023-12-13,Container,284,Rain,Moderate,Yes
SHIP004908,Jaipur,Lucknow,2023-11-24,2023-11-25,2023-11-25,Truck,433,Clear,Light,No
SHIP004909,Kolkata,Chennai,2023-02-10,2023-02-14,2023-02-18,Container,1376,Clear,Moderate,Yes
SHIP004910,Pune,Mumbai,2023-08-25,2023-08-27,2023-09-01,Container,761,Clear,Light,Yes
SHIP004911,Mumbai,Pune,2023-12-30,2024-01-01,2024-01-01,Truck,871,Clear,Light,No
SHIP004912,Jaipur,Delhi,2023-02-26,2023-02-28,2023-03-01,Trailer,631,Clear,Moderate,Yes
SHIP004913,Ahmedabad,Pune,2023-04-07,2023-04-09,2023-04-12,Container,681,Storm,Light,Yes
SHIP004914,Pune,Hyderabad,2023-09-07,2023-09-10,2023-09-16,Truck,937,Fog,Light,Yes
SHIP004915,Mumbai,Ahmedabad,2024-02-13,2024-02-16,2024-02-18,Truck,1029,Clear,Light,Yes
SHIP004916,Hyderabad,Ahmedabad,2024-05-25,2024-05-26,2024-05-27,Trailer,405,Clear,Moderate,Yes
SHIP004917,Pune,Hyderabad,2023-05-10,2023-05-12,2023-05-12,Container,778,Clear,Light,No
SHIP004918,Pune,Delhi,2023-10-30,2023-10-31,2023-11-06,Lorry,585,Clear,Moderate,Yes
SHIP004919,Chennai,Lucknow,2023-06-02,2023-06-07,2023-06-12,Container,1601,Rain,Heavy,Yes
SHIP004920,Delhi,Pune,2023-06-30,2023-07-05,2023-07-06,Container,1783,Clear,Moderate,Yes
SHIP004921,Delhi,Jaipur,2024-05-24,2024-05-27,2024-06-02,Lorry,1045,Rain,Moderate,Yes
SHIP004922,Delhi,Hyderabad,2023-01-01,2023-01-03,2023-01-05,Trailer,677,Clear,Heavy,Yes
SHIP004923,Delhi,Bangalore,2023-06-28,2023-07-01,2023-07-03,Lorry,990,Rain,Moderate,Yes
SHIP004924,Lucknow,Chennai,2023-09-25,2023-09-26,2023-09-28,Lorry,497,Clear,Heavy,Yes
SHIP004925,Lucknow,Chennai,2023-07-08,2023-07-10,2023-07-10,,817,Clear,Light,No
SHIP004926,Ahmedabad,Bangalore,2024-02-29,2024-03-05,2024-03-05,Lorry,1779,Clear,Light,No
SHIP004927,Delhi,Kolkata,2024-02-09,2024-02-16,2024-02-14,Container,1684,Clear,Heavy,Yes
SHIP004928,Chennai,Ahmedabad,2023-12-21,2023-12-26,2023-12-31,Lorry,1796,Clear,Moderate,Yes
SHIP004929,Pune,Jaipur,2024-01-06,2024-01-11,2024-01-11,Lorry,1741,Clear,Light,No
SHIP004930,Lucknow,Bangalore,2023-05-07,2023-05-12,2023-05-16,Trailer,1631,Clear,Light,Yes
SHIP004931,Pune,Ahmedabad,2023-09-17,2023-09-23,2023-09-30,Trailer,1990,Fog,Moderate,Yes
SHIP004932,Mumbai,Lucknow,2023-09-02,2023-09-08,2023-09-08,Trailer,1830,Clear,Light,No
SHIP004933,Delhi,Hyderabad,2023-09-18,2023-09-21,2023-09-28,Trailer,1146,Rain,Moderate,Yes
SHIP004934,Delhi,Bangalore,2023-08-13,2023-08-14,2023-08-16,Lorry,284,Fog,Light,Yes
SHIP004935,Delhi,Chennai,2024-04-04,2024-04-10,2024-04-11,Lorry,1825,Clear,Moderate,Yes
SHIP004936,Mumbai,Pune,2023-04-22,2023-04-28,2023-04-28,Lorry,1813,Clear,Light,No
SHIP004937,Bangalore,Pune,2023-12-26,2023-12-31,2024-01-03,Trailer,1749,Fog,Moderate,Yes
SHIP004938,Bangalore,Kolkata,2023-06-30,2023-07-01,2023-07-07,Container,491,Clear,Moderate,Yes
SHIP004939,Bangalore,Lucknow,2024-01-22,2024-01-27,2024-01-28,Trailer,1616,Clear,Moderate,Yes
SHIP004940,Pune,Chennai,2024-03-17,2024-03-20,2024-03-20,Truck,903,Clear,Light,No
SHIP004941,Hyderabad,Bangalore,2024-05-12,2024-05-17,2024-05-18,Truck,1767,Clear,Moderate,Yes
SHIP004942,Lucknow,Mumbai,2023-08-26,2023-08-29,2023-09-02,Lorry,911,Clear,Light,Yes
SHIP004943,Mumbai,Pune,2023-11-17,2023-11-22,2023-11-22,Container,1590,Clear,Light,No
SHIP004944,Chennai,Ahmedabad,2023-06-29,2023-06-30,2023-07-02,Container,442,Clear,Heavy,Yes
SHIP004945,Chennai,Delhi,2023-09-08,2023-09-09,2023-09-11,Lorry,227,Rain,Moderate,Yes
SHIP004946,Chennai,Ahmedabad,2023-07-02,2023-07-03,2023-07-05,Trailer,448,Clear,Heavy,Yes
SHIP004947,Kolkata,Chennai,2023-03-23,2023-03-24,2023-03-26,Container,289,Rain,Moderate,Yes
SHIP004948,Pune,Lucknow,2023-07-23,2023-07-25,2023-07-25,Container,781,Clear,Light,No
SHIP004949,Pune,Jaipur,2023-10-05,2023-10-08,2023-10-13,Container,1163,Storm,Heavy,Yes
SHIP004950,Lucknow,Hyderabad,2023-04-25,2023-04-30,2023-05-01,Trailer,1789,Clear,Moderate,Yes
SHIP004951,Jaipur,Bangalore,2024-05-27,2024-06-01,2024-06-03,Container,1578,Clear,Heavy,Yes
SHIP004952,Kolkata,Chennai,2024-03-25,2024-03-28,2024-03-29,Truck,1127,Clear,Moderate,Yes
SHIP004953,Bangalore,Mumbai,2023-02-18,2023-02-23,2023-02-23,Container,1550,Clear,Light,No
SHIP004954,Lucknow,Ahmedabad,2024-03-14,2024-03-15,2024-03-16,Lorry,431,Clear,Moderate,Yes
SHIP004955,Kolkata,Bangalore,2024-03-06,2024-03-09,2024-03-10,Lorry,1171,Clear,Moderate,Yes
SHIP004956,Chennai,Mumbai,2023-05-07,2023-05-08,2023-05-09,Lorry,556,Clear,Moderate,Yes
SHIP004957,Pune,Ahmedabad,2023-03-20,2023-03-26,2023-03-27,Truck,1833,Clear,Moderate,Yes
SHIP004958,Mumbai,Jaipur,2023-04-08,2023-04-14,2023-04-15,Truck,1854,Rain,Light,Yes
SHIP004959,Jaipur,Lucknow,2023-02-18,2023-02-23,2023-02-23,Truck,1597,Clear,Light,No
SHIP004960,Mumbai,Hyderabad,2024-03-02,2024-03-05,2024-03-09,Container,998,Rain,Light,Yes
SHIP004961,Chennai,Hyderabad,2023-01-25,2023-01-29,2023-01-31,Container,1287,Clear,Heavy,Yes
SHIP004962,Jaipur,Ahmedabad,2023-06-20,2023-06-22,2023-06-23,Truck,856,Clear,Moderate,Yes
SHIP004963,Kolkata,Ahmedabad,2024-01-13,2024-01-18,2024-01-18,Container,1712,Clear,Light,No
SHIP004964,Lucknow,Kolkata,2023-11-04,2023-11-05,2023-11-07,Container,254,Clear,Heavy,Yes
SHIP004965,Delhi,Lucknow,2023-06-12,2023-06-15,2023-06-23,Truck,946,Fog,Moderate,Yes
SHIP004966,Bangalore,Chennai,2024-05-16,2024-05-21,2024-05-22,Lorry,1699,Clear,Moderate,Yes
SHIP004967,Lucknow,Hyderabad,2024-05-19,2024-05-22,2024-05-23,Lorry,1090,Clear,Moderate,Yes
SHIP004968,Lucknow,Bangalore,2024-03-09,2024-03-10,2024-03-11,Truck,261,Clear,Moderate,Yes
SHIP004969,Ahmedabad,Pune,2023-10-17,2023-10-22,2023-10-24,Container,1626,Clear,Heavy,Yes
SHIP004970,Delhi,Lucknow,2024-03-06,2024-03-10,2024-03-10,Lorry,1383,Clear,Light,No
SHIP004971,Chennai,Kolkata,2023-07-09,2023-07-11,2023-07-12,Lorry,765,Clear,Moderate,Yes
SHIP004972,Chennai,Ahmedabad,2023-12-08,2023-12-09,2023-12-13,Container,559,Storm,Moderate,Yes
SHIP004973,Lucknow,Hyderabad,2023-12-22,2023-12-23,2023-12-27,Trailer,562,Clear,Light,Yes
SHIP004974,Lucknow,Kolkata,2023-01-06,2023-01-08,2023-01-11,Truck,850,Clear,Light,Yes
SHIP004975,Kolkata,Mumbai,2023-01-26,2023-01-30,2023-02-01,Truck,1342,Fog,Light,Yes
SHIP004976,Jaipur,Chennai,2023-08-22,2023-08-23,2023-08-23,Lorry,261,Clear,Light,No
SHIP004977,Ahmedabad,Chennai,2024-03-27,2024-03-28,2024-03-28,Truck,316,Clear,Light,No
SHIP004978,Bangalore,Ahmedabad,2024-05-16,2024-05-22,2024-05-22,Trailer,1824,Clear,Light,No
SHIP004979,Ahmedabad,Jaipur,2024-01-24,2024-01-26,2024-01-31,Truck,781,Clear,Light,Yes
SHIP004980,Pune,Kolkata,2023-02-10,2023-02-13,2023-02-15,Truck,1086,Fog,Light,Yes
SHIP004981,Chennai,Pune,2023-06-30,2023-07-05,2023-07-06,Lorry,1772,Rain,Light,Yes
SHIP004982,Hyderabad,Delhi,2024-02-25,2024-02-29,2024-03-04,Trailer,1406,Fog,Heavy,Yes
SHIP004983,Bangalore,Kolkata,2023-10-29,2023-11-04,2023-11-04,Lorry,1884,Clear,Light,No
SHIP004984,Hyderabad,Ahmedabad,2024-04-09,2024-04-13,2024-04-13,Trailer,1497,Clear,Light,No
SHIP004985,Mumbai,Delhi,2024-03-09,2024-03-12,2024-03-13,Container,990,Clear,Moderate,Yes
SHIP004986,Lucknow,Ahmedabad,2023-08-28,2023-09-01,2023-09-02,Container,1436,Clear,Moderate,Yes
SHIP004987,Mumbai,Hyderabad,2023-07-24,2023-07-25,2023-07-26,Lorry,461,Rain,Light,Yes
SHIP004988,Jaipur,Kolkata,2023-12-21,2023-12-23,2023-12-23,Truck,658,Clear,Light,No
SHIP004989,Pune,Jaipur,2024-01-17,2024-01-19,2024-01-19,Trailer,654,Clear,Light,No
SHIP004990,Mumbai,Bangalore,2023-04-03,2023-04-09,2023-04-11,Container,1991,Clear,Heavy,Yes
SHIP004991,Mumbai,Lucknow,2023-04-08,2023-04-11,2023-04-13,Truck,979,Rain,Moderate,Yes
SHIP004992,Bangalore,Delhi,2023-05-24,2023-05-28,2023-06-03,,1468,Clear,Moderate,Yes
SHIP004993,Kolkata,Chennai,2023-12-21,2023-12-26,2023-12-28,Truck,1732,Clear,Heavy,Yes
SHIP004994,Pune,Kolkata,2023-04-03,2023-04-04,2023-04-09,Trailer,215,Clear,Light,Yes
SHIP004995,Mumbai,Bangalore,2023-04-19,2023-04-20,2023-04-21,Lorry,274,Rain,Light,Yes
SHIP004996,Mumbai,Ahmedabad,2024-05-26,2024-05-29,2024-06-05,Trailer,1167,Rain,Moderate,Yes
SHIP004997,Hyderabad,Jaipur,2023-07-25,2023-07-26,2023-07-28,Lorry,337,Clear,Heavy,Yes
SHIP004998,Mumbai,Bangalore,2024-05-04,2024-05-08,2024-05-08,Container,1449,Clear,Light,No
SHIP004999,Mumbai,Hyderabad,2024-01-28,2024-02-02,2024-02-02,Container,1732,Clear,Light,No
SHIP005000,Kolkata,Pune,2023-07-17,2023-07-19,2023-07-22,Lorry,803,Rain,Heavy,Yes
